node;pid;total_cycles;mpi_cycles;omp_cycles;sum_walltime;thread_cycles;sum_insns;mpi_insns;omp_insns;scalar_double;scalar_single;packed_single_128;packed_double_128;packed_single_256;packed_double_256;packed_single_512;packed_double_512;
SidiTfeil;39468;518000736;0;0;0.20720028877258;0;0;0;0;0;0;0;0;0;0;0;0;
